ContributorGroup,ContributionAmount
P2P Individual,18575.0
P2P Individual,14265.0
P2P Corporate,8650.0
P2P Corporate,18400.0
P2P Corporate,34700.0
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Individual,72542.76
P2P Corporate,72542.76
P2P Individual,150940.0
P2P Corporate,528750.0
P2P Corporate,14700.0
P2P Individual,114020.0
P2P Individual,274090.0
P2P Individual,274090.0
P2P Corporate,5200.0
P2P Individual,60400.0
P2P Individual,60400.0
P2P Corporate,205555.0
P2P Individual,34700.0
P2P Corporate,20800.0
P2P Individual,84300.0
P2P Individual,84300.0
P2P Individual,84300.0
P2P Corporate,42850.0
P2P Individual,140150.0
P2P Individual,34790.0
P2P Corporate,5750.0
P2P Individual,79800.0
P2P Individual,79800.0
P2P Corporate,69950.0
P2P Corporate,210300.0
P2P Individual,701450.0
P2P Individual,241350.0
P2P Individual,30650.0
P2P Corporate,27150.0
P2P Corporate,27150.0
P2P Individual,271250.0
P2P Corporate,64850.0
P2P Individual,165430.0
P2P Individual,52600.0
P2P Corporate,8725.0
